DHSID_EA,water_index
IA-2015-7#-00110299,3.238095238095238
IA-2015-7#-00320120,4.523809523809524
IA-2015-7#-00050921,3.090909090909091
IA-2015-7#-00190750,3.590909090909091
IA-2015-7#-00070196,3.5454545454545454
IA-2015-7#-00191110,4.2727272727272725
IA-2015-7#-00191831,3.636363636363636
IA-2015-7#-00191016,4.090909090909091
IA-2015-7#-00192161,5.0
IA-2015-7#-00191816,4.3
IA-2015-7#-00191846,4.809523809523809
IA-2015-7#-00190002,4.363636363636363
IA-2015-7#-00190326,2.772727272727273
IA-2015-7#-00332861,3.4545454545454546
IA-2015-7#-00335373,4.090909090909091
IA-2015-7#-00335817,4.8
IA-2015-7#-00334490,3.5
IA-2015-7#-00330313,3.75
IA-2015-7#-00330132,3.8
IA-2015-7#-00331851,4.090909090909091
IA-2015-7#-00334473,3.095238095238096
IA-2015-7#-00333874,4.909090909090909
IA-2015-7#-00330659,3.35
IA-2015-7#-00335223,3.526315789473684
IA-2015-7#-00120401,3.727272727272727
IA-2015-7#-00140200,4.454545454545454
IA-2015-7#-00161049,4.809523809523809
IA-2015-7#-00330512,4.545454545454546
IA-2015-7#-00333435,3.363636363636364
IA-2015-7#-00100100,5.0
IA-2015-7#-00100106,5.0
IA-2015-7#-00100060,4.777777777777778
IA-2015-7#-00100175,4.65
IA-2015-7#-00100109,5.0
IA-2015-7#-00100127,5.0
IA-2015-7#-00100035,4.619047619047619
IA-2015-7#-00040439,4.105263157894737
IA-2015-7#-00335594,4.5
IA-2015-7#-00160427,3.772727272727273
IA-2015-7#-00192350,3.227272727272727
IA-2015-7#-00330028,3.0
IA-2015-7#-00110357,5.0
IA-2015-7#-00192301,4.136363636363637
IA-2015-7#-00170201,4.0
IA-2015-7#-00280459,4.9
IA-2015-7#-00130348,4.7368421052631575
IA-2015-7#-00331223,3.0
IA-2015-7#-00360392,4.909090909090909
IA-2015-7#-00160227,5.0
IA-2015-7#-00140779,5.0
IA-2015-7#-00310308,5.0
IA-2015-7#-00170536,3.842105263157895
IA-2015-7#-00333277,2.9
IA-2015-7#-00160444,4.45
IA-2015-7#-00200148,5.0
IA-2015-7#-00331394,3.15
IA-2015-7#-00051528,3.0
IA-2015-7#-00190827,5.0
IA-2015-7#-00350681,4.8
IA-2015-7#-00160936,4.809523809523809
IA-2015-7#-00160675,4.904761904761905
IA-2015-7#-00300264,5.0
IA-2015-7#-00140170,3.909090909090909
IA-2015-7#-00220353,2.9545454545454546
IA-2015-7#-00200912,4.545454545454546
IA-2015-7#-00335699,3.1
IA-2015-7#-00020610,4.761904761904762
IA-2015-7#-00310262,4.476190476190476
IA-2015-7#-00120555,4.227272727272728
IA-2015-7#-00280433,5.0
IA-2015-7#-00200583,4.5
IA-2015-7#-00334263,4.705882352941177
IA-2015-7#-00340607,5.0
IA-2015-7#-00331351,5.0
IA-2015-7#-00230014,5.0
IA-2015-7#-00300311,5.0
IA-2015-7#-00310209,4.9
IA-2015-7#-00350335,4.777777777777778
IA-2015-7#-00350333,4.6
IA-2015-7#-00350562,4.047619047619048
IA-2015-7#-00350808,4.166666666666667
IA-2015-7#-00350462,3.842105263157895
IA-2015-7#-00350587,4.769230769230769
IA-2015-7#-00350569,4.388888888888889
IA-2015-7#-00340819,4.904761904761905
IA-2015-7#-00170631,3.8181818181818175
IA-2015-7#-00160148,4.047619047619048
IA-2015-7#-00280387,4.545454545454546
IA-2015-7#-00350200,3.4545454545454546
IA-2015-7#-00170624,4.2727272727272725
IA-2015-7#-00170025,3.909090909090909
IA-2015-7#-00190018,3.136363636363636
IA-2015-7#-00310031,4.727272727272728
IA-2015-7#-00350364,3.363636363636364
IA-2015-7#-00311261,5.0
IA-2015-7#-00310020,4.863636363636363
IA-2015-7#-00311021,5.0
IA-2015-7#-00200458,4.380952380952381
IA-2015-7#-00170261,4.681818181818182
IA-2015-7#-00051351,3.095238095238096
IA-2015-7#-00311252,4.636363636363637
IA-2015-7#-00170588,4.045454545454546
IA-2015-7#-00020139,5.0
IA-2015-7#-00191872,4.130434782608695
IA-2015-7#-00110700,5.0
IA-2015-7#-00311218,5.0
IA-2015-7#-00151070,3.227272727272727
IA-2015-7#-00170391,5.0
IA-2015-7#-00350727,5.0
IA-2015-7#-00350361,4.523809523809524
IA-2015-7#-00020280,4.809523809523809
IA-2015-7#-00110927,4.619047619047619
IA-2015-7#-00140911,5.0
IA-2015-7#-00140715,4.619047619047619
IA-2015-7#-00350819,3.1818181818181817
IA-2015-7#-00110423,4.0
IA-2015-7#-00040430,3.1
IA-2015-7#-00170533,4.545454545454546
IA-2015-7#-00310348,4.818181818181818
IA-2015-7#-00340781,3.909090909090909
IA-2015-7#-00340309,4.619047619047619
IA-2015-7#-00340019,1.761904761904762
IA-2015-7#-00170078,4.0
IA-2015-7#-00310732,4.909090909090909
IA-2015-7#-00310085,4.909090909090909
IA-2015-7#-00050508,3.909090909090909
IA-2015-7#-00020326,5.0
IA-2015-7#-00170094,4.0
IA-2015-7#-00310522,4.954545454545454
IA-2015-7#-00331725,3.0
IA-2015-7#-00311131,4.818181818181818
IA-2015-7#-00040159,4.157894736842105
IA-2015-7#-00310190,5.0
IA-2015-7#-00311251,5.0
IA-2015-7#-00201127,5.0
IA-2015-7#-00191033,3.363636363636364
IA-2015-7#-00020082,4.909090909090909
IA-2015-7#-00310847,4.2727272727272725
IA-2015-7#-00310298,4.909090909090909
IA-2015-7#-00350680,3.1
IA-2015-7#-00201248,5.0
IA-2015-7#-00261335,3.619047619047619
IA-2015-7#-00170225,4.409090909090909
IA-2015-7#-00161221,4.571428571428571
IA-2015-7#-00333485,3.0
IA-2015-7#-00170510,4.045454545454546
IA-2015-7#-00340650,4.428571428571429
IA-2015-7#-00310866,4.904761904761905
IA-2015-7#-00020187,5.0
IA-2015-7#-00350018,3.2
IA-2015-7#-00350085,3.0476190476190474
IA-2015-7#-00350219,3.095238095238096
IA-2015-7#-00350649,3.0
IA-2015-7#-00350631,3.3
IA-2015-7#-00350467,3.0
IA-2015-7#-00350289,3.0
IA-2015-7#-00350249,3.631578947368421
IA-2015-7#-00170575,4.136363636363637
IA-2015-7#-00201212,5.0
IA-2015-7#-00201014,5.0
IA-2015-7#-00110718,5.0
IA-2015-7#-00201170,4.8
IA-2015-7#-00020335,5.0
IA-2015-7#-00334872,3.4
IA-2015-7#-00020316,4.333333333333333
IA-2015-7#-00311221,4.809523809523809
IA-2015-7#-00350715,3.4545454545454546
IA-2015-7#-00220105,3.857142857142857
IA-2015-7#-00220018,3.863636363636364
IA-2015-7#-00140192,4.909090909090909
IA-2015-7#-00330979,3.0
IA-2015-7#-00270099,5.0
IA-2015-7#-00200070,5.0
IA-2015-7#-00270246,5.0
IA-2015-7#-00300317,4.714285714285714
IA-2015-7#-00220446,2.727272727272727
IA-2015-7#-00250264,4.894736842105263
IA-2015-7#-00311049,4.818181818181818
IA-2015-7#-00350670,3.2
IA-2015-7#-00350041,3.761904761904762
IA-2015-7#-00280616,4.909090909090909
IA-2015-7#-00060080,5.0
IA-2015-7#-00261453,3.909090909090909
IA-2015-7#-00340201,4.428571428571429
IA-2015-7#-00170538,4.181818181818182
IA-2015-7#-00250382,5.0
IA-2015-7#-00110917,4.636363636363637
IA-2015-7#-00250213,5.0
IA-2015-7#-00250196,5.0
IA-2015-7#-00120270,4.578947368421052
IA-2015-7#-00331158,2.8
IA-2015-7#-00260540,4.5
IA-2015-7#-00350526,5.0
IA-2015-7#-00110907,5.0
IA-2015-7#-00120106,4.857142857142857
IA-2015-7#-00300031,5.0
IA-2015-7#-00350026,3.0
IA-2015-7#-00030308,4.9
IA-2015-7#-00120460,4.727272727272728
IA-2015-7#-00311030,4.571428571428571
IA-2015-7#-00261152,4.136363636363637
IA-2015-7#-00100062,5.0
IA-2015-7#-00201236,5.0
IA-2015-7#-00350761,5.0
IA-2015-7#-00200136,3.1818181818181817
IA-2015-7#-00310653,5.0
IA-2015-7#-00350332,5.0
IA-2015-7#-00350500,4.8
IA-2015-7#-00350806,4.9
IA-2015-7#-00350060,5.0
IA-2015-7#-00350421,5.0
IA-2015-7#-00350300,4.818181818181818
IA-2015-7#-00110431,5.0
IA-2015-7#-00170356,4.2727272727272725
IA-2015-7#-00350604,5.0
IA-2015-7#-00350074,3.363636363636364
IA-2015-7#-00041013,3.952380952380953
IA-2015-7#-00311006,4.571428571428571
IA-2015-7#-00310317,4.4
IA-2015-7#-00170066,4.454545454545454
IA-2015-7#-00201304,4.904761904761905
IA-2015-7#-00334077,3.363636363636364
IA-2015-7#-00333885,3.6666666666666665
IA-2015-7#-00350009,3.590909090909091
IA-2015-7#-00350047,4.454545454545454
IA-2015-7#-00220134,4.55
IA-2015-7#-00320060,3.9
IA-2015-7#-00160401,4.047619047619048
IA-2015-7#-00120870,4.6
IA-2015-7#-00350278,4.954545454545454
IA-2015-7#-00200562,5.0
IA-2015-7#-00200850,5.0
IA-2015-7#-00200737,4.714285714285714
IA-2015-7#-00332994,2.9
IA-2015-7#-00280836,4.888888888888889
IA-2015-7#-00340636,4.8
IA-2015-7#-00280548,3.727272727272727
IA-2015-7#-00334813,3.857142857142857
IA-2015-7#-00340556,2.1
IA-2015-7#-00160650,5.0
IA-2015-7#-00310676,4.260869565217392
IA-2015-7#-00192267,3.1818181818181817
IA-2015-7#-00190144,3.619047619047619
IA-2015-7#-00280639,3.5454545454545454
IA-2015-7#-00280777,5.0
IA-2015-7#-00150110,3.952380952380953
IA-2015-7#-00280041,4.2727272727272725
IA-2015-7#-00151138,3.75
IA-2015-7#-00260208,4.882352941176471
IA-2015-7#-00020086,5.0
IA-2015-7#-00191521,4.619047619047619
IA-2015-7#-00330737,3.0
IA-2015-7#-00110367,5.0
IA-2015-7#-00200751,5.0
IA-2015-7#-00332475,3.380952380952381
IA-2015-7#-00360429,5.0
IA-2015-7#-00200839,4.666666666666667
IA-2015-7#-00160077,3.789473684210526
IA-2015-7#-00100074,4.9523809523809526
IA-2015-7#-00310445,5.0
IA-2015-7#-00040407,4.619047619047619
IA-2015-7#-00020327,5.0
IA-2015-7#-00311228,5.0
IA-2015-7#-00310088,5.0
IA-2015-7#-00310007,4.909090909090909
IA-2015-7#-00200295,4.136363636363637
IA-2015-7#-00220230,4.090909090909091
IA-2015-7#-00160466,4.545454545454546
IA-2015-7#-00310813,5.0
IA-2015-7#-00040438,3.8947368421052633
IA-2015-7#-00311271,4.571428571428571
IA-2015-7#-00311158,3.9
IA-2015-7#-00200101,3.6
IA-2015-7#-00360138,5.0
IA-2015-7#-00340213,2.6666666666666665
IA-2015-7#-00230160,1.0
IA-2015-7#-00360213,4.95
IA-2015-7#-00200663,4.666666666666667
IA-2015-7#-00200752,5.0
IA-2015-7#-00310737,5.0
IA-2015-7#-00230003,3.857142857142857
IA-2015-7#-00310682,5.0
IA-2015-7#-00150753,3.4761904761904763
IA-2015-7#-00350408,4.095238095238095
IA-2015-7#-00020718,5.0
IA-2015-7#-00170318,3.954545454545455
IA-2015-7#-00311153,4.333333333333333
IA-2015-7#-00160134,4.9
IA-2015-7#-00310742,5.0
IA-2015-7#-00310291,4.818181818181818
IA-2015-7#-00210163,2.631578947368421
IA-2015-7#-00260519,3.136363636363636
IA-2015-7#-00160350,4.380952380952381
IA-2015-7#-00161042,4.142857142857143
IA-2015-7#-00200385,4.894736842105263
IA-2015-7#-00161242,3.727272727272727
IA-2015-7#-00200440,4.619047619047619
IA-2015-7#-00333593,3.0
IA-2015-7#-00190722,3.4545454545454546
IA-2015-7#-00170309,4.909090909090909
IA-2015-7#-00260841,4.65
IA-2015-7#-00130296,5.0
IA-2015-7#-00130415,4.384615384615385
IA-2015-7#-00140845,2.636363636363636
IA-2015-7#-00250108,4.0
IA-2015-7#-00170468,4.545454545454546
IA-2015-7#-00010179,4.904761904761905
IA-2015-7#-00310622,5.0
IA-2015-7#-00160268,5.0
IA-2015-7#-00310406,4.6
IA-2015-7#-00160543,4.571428571428571
IA-2015-7#-00020540,5.0
IA-2015-7#-00350424,5.0
IA-2015-7#-00201435,5.0
IA-2015-7#-00311199,4.818181818181818
IA-2015-7#-00340678,4.764705882352941
IA-2015-7#-00130023,4.5
IA-2015-7#-00160191,4.55
IA-2015-7#-00200244,3.6666666666666665
IA-2015-7#-00160581,4.8
IA-2015-7#-00230385,4.9523809523809526
IA-2015-7#-00200026,4.894736842105263
IA-2015-7#-00310186,4.818181818181818
IA-2015-7#-00310095,3.3181818181818183
IA-2015-7#-00310286,4.727272727272728
IA-2015-7#-00160756,4.476190476190476
IA-2015-7#-00280695,4.181818181818182
IA-2015-7#-00201284,5.0
IA-2015-7#-00140716,3.809523809523809
IA-2015-7#-00170146,4.590909090909091
IA-2015-7#-00160324,4.809523809523809
IA-2015-7#-00360085,5.0
IA-2015-7#-00340689,4.454545454545454
IA-2015-7#-00200648,4.217391304347826
IA-2015-7#-00360030,5.0
IA-2015-7#-00340393,4.863636363636363
IA-2015-7#-00140373,3.4
IA-2015-7#-00336179,4.238095238095238
IA-2015-7#-00110936,5.0
IA-2015-7#-00310057,4.636363636363637
IA-2015-7#-00340761,3.727272727272727
IA-2015-7#-00140706,2.727272727272727
IA-2015-7#-00201416,4.777777777777778
IA-2015-7#-00170012,4.0
IA-2015-7#-00100064,4.9523809523809526
IA-2015-7#-00200448,4.727272727272728
IA-2015-7#-00140330,2.857142857142857
IA-2015-7#-00040124,3.0
IA-2015-7#-00140642,1.9047619047619049
IA-2015-7#-00200500,5.0
IA-2015-7#-00030017,5.0
IA-2015-7#-00191544,5.0
IA-2015-7#-00130555,5.0
IA-2015-7#-00332570,4.2727272727272725
IA-2015-7#-00200542,5.0
IA-2015-7#-00331946,4.190476190476191
IA-2015-7#-00334817,3.8181818181818175
IA-2015-7#-00170071,4.2727272727272725
IA-2015-7#-00335861,4.047619047619048
IA-2015-7#-00200151,4.909090909090909
IA-2015-7#-00160279,4.2727272727272725
IA-2015-7#-00360136,5.0
IA-2015-7#-00310315,5.0
IA-2015-7#-00250210,4.842105263157895
IA-2015-7#-00160488,4.45
IA-2015-7#-00130158,5.0
IA-2015-7#-00340674,4.714285714285714
IA-2015-7#-00110120,5.0
IA-2015-7#-00030213,5.0
IA-2015-7#-00160480,4.714285714285714
IA-2015-7#-00190481,4.818181818181818
IA-2015-7#-00020457,5.0
IA-2015-7#-00130530,4.761904761904762
IA-2015-7#-00030669,1.0
IA-2015-7#-00040255,4.3
IA-2015-7#-00170104,4.0
IA-2015-7#-00310633,4.454545454545454
IA-2015-7#-00161130,4.9
IA-2015-7#-00170559,4.0
IA-2015-7#-00030258,5.0
IA-2015-7#-00310281,4.5
IA-2015-7#-00020106,5.0
IA-2015-7#-00310780,4.681818181818182
IA-2015-7#-00310352,4.809523809523809
IA-2015-7#-00311190,5.0
IA-2015-7#-00311189,4.954545454545454
IA-2015-7#-00311311,5.0
IA-2015-7#-00130065,5.0
IA-2015-7#-00333242,2.823529411764706
IA-2015-7#-00161121,3.272727272727273
IA-2015-7#-00250326,4.75
IA-2015-7#-00200842,4.380952380952381
IA-2015-7#-00270091,4.9
IA-2015-7#-00160366,5.0
IA-2015-7#-00160575,3.9
IA-2015-7#-00360427,5.0
IA-2015-7#-00170481,4.954545454545454
IA-2015-7#-00310855,4.947368421052632
IA-2015-7#-00160785,5.0
IA-2015-7#-00340124,3.863636363636364
IA-2015-7#-00190700,5.0
IA-2015-7#-00201065,3.380952380952381
IA-2015-7#-00250261,5.0
IA-2015-7#-00261442,3.090909090909091
IA-2015-7#-00300228,4.818181818181818
IA-2015-7#-00200665,4.833333333333333
IA-2015-7#-00201238,5.0
IA-2015-7#-00140507,3.5454545454545454
IA-2015-7#-00200489,3.857142857142857
IA-2015-7#-00200628,4.1
IA-2015-7#-00150651,3.4285714285714284
IA-2015-7#-00350577,4.909090909090909
IA-2015-7#-00160836,5.0
IA-2015-7#-00340815,3.388888888888889
IA-2015-7#-00300162,4.636363636363637
IA-2015-7#-00150096,3.227272727272727
IA-2015-7#-00260820,4.0
IA-2015-7#-00120024,5.0
IA-2015-7#-00192481,3.0454545454545454
IA-2015-7#-00200939,3.1875
IA-2015-7#-00190099,3.0
IA-2015-7#-00200660,4.5
IA-2015-7#-00200545,4.894736842105263
IA-2015-7#-00200797,4.666666666666667
IA-2015-7#-00250337,5.0
IA-2015-7#-00200771,5.0
IA-2015-7#-00200172,5.0
IA-2015-7#-00201106,3.565217391304348
IA-2015-7#-00200546,4.227272727272728
IA-2015-7#-00200824,3.4761904761904763
IA-2015-7#-00201136,3.4761904761904763
IA-2015-7#-00200506,3.909090909090909
IA-2015-7#-00200315,4.333333333333333
IA-2015-7#-00200485,3.3
IA-2015-7#-00200980,4.4
IA-2015-7#-00200809,4.173913043478261
IA-2015-7#-00200800,3.857142857142857
IA-2015-7#-00200818,3.0
IA-2015-7#-00201287,3.952380952380953
IA-2015-7#-00200588,3.7142857142857135
IA-2015-7#-00201207,5.0
IA-2015-7#-00200564,4.9523809523809526
IA-2015-7#-00201063,4.5
IA-2015-7#-00201165,4.444444444444445
IA-2015-7#-00200675,3.857142857142857
IA-2015-7#-00200377,3.85
IA-2015-7#-00201369,4.809523809523809
IA-2015-7#-00201045,3.952380952380953
IA-2015-7#-00201215,4.476190476190476
IA-2015-7#-00201140,5.0
IA-2015-7#-00200860,4.666666666666667
IA-2015-7#-00200262,4.238095238095238
IA-2015-7#-00200060,4.5
IA-2015-7#-00200793,3.8333333333333335
IA-2015-7#-00201023,5.0
IA-2015-7#-00200668,4.25
IA-2015-7#-00200490,4.095238095238095
IA-2015-7#-00201159,3.954545454545455
IA-2015-7#-00080027,4.5
IA-2015-7#-00200355,5.0
IA-2015-7#-00200859,4.809523809523809
IA-2015-7#-00200828,3.409090909090909
IA-2015-7#-00201111,4.05
IA-2015-7#-00200779,3.3181818181818183
IA-2015-7#-00200455,4.3
IA-2015-7#-00200486,3.0
IA-2015-7#-00200232,3.727272727272727
IA-2015-7#-00200094,4.857142857142857
IA-2015-7#-00201097,3.4761904761904763
IA-2015-7#-00200396,4.4
IA-2015-7#-00200030,4.35
IA-2015-7#-00200702,4.095238095238095
IA-2015-7#-00200693,3.0
IA-2015-7#-00200367,4.954545454545454
IA-2015-7#-00200016,4.0
IA-2015-7#-00200263,2.9
IA-2015-7#-00200838,5.0
IA-2015-7#-00200079,5.0
IA-2015-7#-00200739,4.75
IA-2015-7#-00201059,3.954545454545455
IA-2015-7#-00200688,3.875
IA-2015-7#-00200902,4.454545454545454
IA-2015-7#-00200815,3.7142857142857135
IA-2015-7#-00201400,4.75
IA-2015-7#-00200129,4.315789473684211
IA-2015-7#-00200671,4.863636363636363
IA-2015-7#-00200400,3.6818181818181817
IA-2015-7#-00201279,4.8
IA-2015-7#-00201124,5.0
IA-2015-7#-00200726,4.142857142857143
IA-2015-7#-00200403,3.380952380952381
IA-2015-7#-00200895,4.894736842105263
IA-2015-7#-00200425,3.9047619047619047
IA-2015-7#-00200152,4.363636363636363
IA-2015-7#-00201243,4.9
IA-2015-7#-00200507,4.3
IA-2015-7#-00201399,4.545454545454546
IA-2015-7#-00200401,3.909090909090909
IA-2015-7#-00200477,4.05
IA-2015-7#-00200282,4.095238095238095
IA-2015-7#-00201000,4.055555555555555
IA-2015-7#-00200593,4.705882352941177
IA-2015-7#-00200603,4.181818181818182
IA-2015-7#-00200536,3.571428571428572
IA-2015-7#-00200189,4.1
IA-2015-7#-00200338,5.0
IA-2015-7#-00111048,3.4761904761904763
IA-2015-7#-00160660,5.0
IA-2015-7#-00260915,3.4
IA-2015-7#-00200572,3.571428571428572
IA-2015-7#-00200218,4.65
IA-2015-7#-00041224,3.727272727272727
IA-2015-7#-00201032,4.7727272727272725
IA-2015-7#-00200641,3.863636363636364
IA-2015-7#-00200991,3.6
IA-2015-7#-00200721,3.4285714285714284
IA-2015-7#-00200581,4.190476190476191
IA-2015-7#-00200880,3.8
IA-2015-7#-00200888,3.0
IA-2015-7#-00201076,5.0
IA-2015-7#-00200891,3.863636363636364
IA-2015-7#-00200379,4.380952380952381
IA-2015-7#-00200642,4.857142857142857
IA-2015-7#-00200765,5.0
IA-2015-7#-00200182,5.0
IA-2015-7#-00200474,4.55
IA-2015-7#-00201220,4.045454545454546
IA-2015-7#-00200123,3.095238095238096
IA-2015-7#-00201224,5.0
IA-2015-7#-00201200,4.666666666666667
IA-2015-7#-00160361,4.714285714285714
IA-2015-7#-00200904,3.9444444444444446
IA-2015-7#-00200063,4.047619047619048
IA-2015-7#-00201147,5.0
IA-2015-7#-00200459,4.25
IA-2015-7#-00200589,4.909090909090909
IA-2015-7#-00201072,3.1666666666666665
IA-2015-7#-00191396,4.181818181818182
IA-2015-7#-00200351,4.9
IA-2015-7#-00200999,3.823529411764706
IA-2015-7#-00200966,4.7
IA-2015-7#-00201357,4.7727272727272725
IA-2015-7#-00200554,5.0
IA-2015-7#-00201394,3.8
IA-2015-7#-00201223,4.285714285714286
IA-2015-7#-00200178,5.0
IA-2015-7#-00201214,3.095238095238096
IA-2015-7#-00200331,5.0
IA-2015-7#-00201257,3.842105263157895
IA-2015-7#-00201251,3.6666666666666665
IA-2015-7#-00200725,4.947368421052632
IA-2015-7#-00200239,4.666666666666667
IA-2015-7#-00201085,5.0
IA-2015-7#-00200525,3.909090909090909
IA-2015-7#-00200543,3.9
IA-2015-7#-00200608,4.590909090909091
IA-2015-7#-00200948,4.85
IA-2015-7#-00200551,4.8
IA-2015-7#-00201110,4.1
IA-2015-7#-00201084,4.809523809523809
IA-2015-7#-00201197,5.0
IA-2015-7#-00200885,5.0
IA-2015-7#-00200867,3.842105263157895
IA-2015-7#-00200949,5.0
IA-2015-7#-00200584,5.0
IA-2015-7#-00200404,4.277777777777778
IA-2015-7#-00201379,4.909090909090909
IA-2015-7#-00200177,4.95
IA-2015-7#-00191461,3.0476190476190474
IA-2015-7#-00200689,3.1904761904761907
IA-2015-7#-00200205,5.0
IA-2015-7#-00201392,5.0
IA-2015-7#-00200243,4.454545454545454
IA-2015-7#-00200312,3.3181818181818183
IA-2015-7#-00200494,5.0
IA-2015-7#-00200380,3.1904761904761907
IA-2015-7#-00201185,3.941176470588236
IA-2015-7#-00201312,3.7
IA-2015-7#-00200353,5.0
IA-2015-7#-00200021,5.0
IA-2015-7#-00200959,4.818181818181818
IA-2015-7#-00201440,4.894736842105263
IA-2015-7#-00201064,4.5
IA-2015-7#-00200504,3.761904761904762
IA-2015-7#-00201003,5.0
IA-2015-7#-00220116,4.727272727272728
IA-2015-7#-00260218,4.4
IA-2015-7#-00261389,3.4761904761904763
IA-2015-7#-00120091,4.909090909090909
IA-2015-7#-00230642,3.85
IA-2015-7#-00170177,4.363636363636363
IA-2015-7#-00335650,4.714285714285714
IA-2015-7#-00360245,4.636363636363637
IA-2015-7#-00030780,5.0
IA-2015-7#-00020542,5.0
IA-2015-7#-00151236,3.0
IA-2015-7#-00311108,4.8
IA-2015-7#-00200321,5.0
IA-2015-7#-00110218,4.863636363636363
IA-2015-7#-00360014,4.888888888888889
IA-2015-7#-00200742,5.0
IA-2015-7#-00160505,4.631578947368421
IA-2015-7#-00200785,5.0
IA-2015-7#-00335637,4.904761904761905
IA-2015-7#-00260028,4.909090909090909
IA-2015-7#-00260839,4.909090909090909
IA-2015-7#-00310640,5.0
IA-2015-7#-00170396,3.954545454545455
IA-2015-7#-00010113,5.0
IA-2015-7#-00200639,3.380952380952381
IA-2015-7#-00261395,4.818181818181818
IA-2015-7#-00191638,3.5454545454545454
IA-2015-7#-00161058,5.0
IA-2015-7#-00261183,4.368421052631579
IA-2015-7#-00350744,1.3636363636363635
IA-2015-7#-00340378,4.909090909090909
IA-2015-7#-00201230,4.6
IA-2015-7#-00161180,4.857142857142857
IA-2015-7#-00110590,5.0
IA-2015-7#-00140030,5.0
IA-2015-7#-00350401,5.0
IA-2015-7#-00360193,4.636363636363637
IA-2015-7#-00120321,5.0
IA-2015-7#-00140120,2.5
IA-2015-7#-00130299,5.0
IA-2015-7#-00140260,5.0
IA-2015-7#-00140449,2.333333333333333
IA-2015-7#-00170243,4.0
IA-2015-7#-00333305,4.473684210526316
IA-2015-7#-00170014,4.090909090909091
IA-2015-7#-00310128,3.6666666666666665
IA-2015-7#-00270182,3.7142857142857135
IA-2015-7#-00120889,4.636363636363637
IA-2015-7#-00310361,5.0
IA-2015-7#-00310612,4.818181818181818
IA-2015-7#-00340013,5.0
IA-2015-7#-00050008,3.090909090909091
IA-2015-7#-00201090,4.777777777777778
IA-2015-7#-00170315,4.5
IA-2015-7#-00050397,3.0
IA-2015-7#-00220248,4.9
IA-2015-7#-00110505,5.0
IA-2015-7#-00310139,4.909090909090909
IA-2015-7#-00170084,4.727272727272728
IA-2015-7#-00120677,4.454545454545454
IA-2015-7#-00360065,5.0
IA-2015-7#-00200943,4.809523809523809
IA-2015-7#-00170508,4.043478260869565
IA-2015-7#-00110926,5.0
IA-2015-7#-00360259,5.0
IA-2015-7#-00191303,4.238095238095238
IA-2015-7#-00020120,5.0
IA-2015-7#-00334582,3.7
IA-2015-7#-00100115,4.652173913043479
IA-2015-7#-00310592,5.0
IA-2015-7#-00170349,3.227272727272727
IA-2015-7#-00260033,3.1
IA-2015-7#-00310362,5.0
IA-2015-7#-00311140,4.818181818181818
IA-2015-7#-00040973,3.4761904761904763
IA-2015-7#-00340399,4.789473684210527
IA-2015-7#-00160396,4.857142857142857
IA-2015-7#-00111074,5.0
IA-2015-7#-00020440,5.0
IA-2015-7#-00161010,4.761904761904762
IA-2015-7#-00360274,5.0
IA-2015-7#-00330762,4.5
IA-2015-7#-00260559,3.0454545454545454
IA-2015-7#-00310638,4.777777777777778
IA-2015-7#-00161229,4.9
IA-2015-7#-00200025,4.761904761904762
IA-2015-7#-00280822,4.904761904761905
IA-2015-7#-00335401,4.4
IA-2015-7#-00140918,4.227272727272728
IA-2015-7#-00310366,4.909090909090909
IA-2015-7#-00160760,4.904761904761905
IA-2015-7#-00020948,3.526315789473684
IA-2015-7#-00041027,4.909090909090909
IA-2015-7#-00161067,3.909090909090909
IA-2015-7#-00335102,4.238095238095238
IA-2015-7#-00330501,3.090909090909091
IA-2015-7#-00260636,3.6666666666666665
IA-2015-7#-00170355,4.7727272727272725
IA-2015-7#-00311242,5.0
IA-2015-7#-00070091,3.6818181818181817
IA-2015-7#-00201319,5.0
IA-2015-7#-00160286,3.363636363636364
IA-2015-7#-00210654,2.2
IA-2015-7#-00330264,2.9
IA-2015-7#-00350531,3.0
IA-2015-7#-00100156,4.863636363636363
IA-2015-7#-00336229,4.714285714285714
IA-2015-7#-00260658,3.772727272727273
IA-2015-7#-00020009,5.0
IA-2015-7#-00070867,3.090909090909091
IA-2015-7#-00020941,5.0
IA-2015-7#-00261198,3.136363636363636
IA-2015-7#-00260523,4.444444444444445
IA-2015-7#-00200882,4.95
IA-2015-7#-00160566,3.952380952380953
IA-2015-7#-00360362,4.476190476190476
IA-2015-7#-00020862,4.523809523809524
IA-2015-7#-00340082,4.368421052631579
IA-2015-7#-00070631,3.7
IA-2015-7#-00151046,2.789473684210526
IA-2015-7#-00160254,3.863636363636364
IA-2015-7#-00310264,5.0
IA-2015-7#-00170154,4.954545454545454
IA-2015-7#-00140705,3.45
IA-2015-7#-00050197,3.0
IA-2015-7#-00150388,3.409090909090909
IA-2015-7#-00110534,5.0
IA-2015-7#-00340715,4.090909090909091
IA-2015-7#-00110002,4.8
IA-2015-7#-00350043,1.0
IA-2015-7#-00340405,4.8
IA-2015-7#-00020872,4.619047619047619
IA-2015-7#-00192195,3.3181818181818183
IA-2015-7#-00030671,5.0
IA-2015-7#-00100013,5.0
IA-2015-7#-00110358,4.555555555555555
IA-2015-7#-00200741,4.8
IA-2015-7#-00110997,4.818181818181818
IA-2015-7#-00110451,4.8
