DHSID_EA,sanitation_index
IA-2015-7#-00310069,2.9047619047619047
IA-2015-7#-00170234,4.545454545454546
IA-2015-7#-00170107,5.0
IA-2015-7#-00335128,1.1904761904761905
IA-2015-7#-00310512,2.636363636363636
IA-2015-7#-00030025,2.590909090909091
IA-2015-7#-00332043,4.904761904761905
IA-2015-7#-00160348,5.0
IA-2015-7#-00200497,2.35
IA-2015-7#-00070752,2.363636363636364
IA-2015-7#-00161235,3.3181818181818183
IA-2015-7#-00130299,5.0
IA-2015-7#-00191832,1.4210526315789471
IA-2015-7#-00190362,1.0
IA-2015-7#-00140260,5.0
IA-2015-7#-00170285,4.909090909090909
IA-2015-7#-00310128,4.238095238095238
IA-2015-7#-00270182,5.0
IA-2015-7#-00250412,4.666666666666667
IA-2015-7#-00310361,4.409090909090909
IA-2015-7#-00340013,5.0
IA-2015-7#-00340625,3.8
IA-2015-7#-00050008,2.8181818181818183
IA-2015-7#-00201090,4.111111111111111
IA-2015-7#-00161011,4.545454545454546
IA-2015-7#-00170315,4.5
IA-2015-7#-00200752,4.6
IA-2015-7#-00200855,5.0
IA-2015-7#-00070228,4.818181818181818
IA-2015-7#-00050827,4.909090909090909
IA-2015-7#-00360082,5.0
IA-2015-7#-00140499,5.0
IA-2015-7#-00250177,5.0
IA-2015-7#-00020068,5.0
IA-2015-7#-00020367,3.2857142857142856
IA-2015-7#-00350758,4.863636363636363
IA-2015-7#-00140744,5.0
IA-2015-7#-00120224,4.9
IA-2015-7#-00310222,4.9523809523809526
IA-2015-7#-00170284,4.5
IA-2015-7#-00300024,5.0
IA-2015-7#-00192323,4.454545454545454
IA-2015-7#-00040327,1.8636363636363635
IA-2015-7#-00350771,2.636363636363636
IA-2015-7#-00020899,3.8
IA-2015-7#-00170490,4.727272727272728
IA-2015-7#-00260444,1.6666666666666667
IA-2015-7#-00331648,4.0
IA-2015-7#-00130494,4.75
IA-2015-7#-00334122,5.0
IA-2015-7#-00310239,4.454545454545454
IA-2015-7#-00340040,5.0
IA-2015-7#-00200324,4.9523809523809526
IA-2015-7#-00110674,1.0
IA-2015-7#-00160950,4.636363636363637
IA-2015-7#-00140503,3.0
IA-2015-7#-00200775,4.555555555555555
IA-2015-7#-00360380,4.636363636363637
IA-2015-7#-00360315,1.1904761904761905
IA-2015-7#-00160263,4.611111111111111
IA-2015-7#-00050947,1.9090909090909087
IA-2015-7#-00051128,1.5454545454545454
IA-2015-7#-00200064,2.095238095238096
IA-2015-7#-00360296,5.0
IA-2015-7#-00332457,4.777777777777778
IA-2015-7#-00170056,5.0
IA-2015-7#-00310219,4.4
IA-2015-7#-00300228,5.0
IA-2015-7#-00200665,4.722222222222222
IA-2015-7#-00201238,4.55
IA-2015-7#-00200489,3.142857142857143
IA-2015-7#-00200628,2.95
IA-2015-7#-00150651,3.0
IA-2015-7#-00120705,4.444444444444445
IA-2015-7#-00350577,2.409090909090909
IA-2015-7#-00160836,4.65
IA-2015-7#-00201194,5.0
IA-2015-7#-00300162,4.681818181818182
IA-2015-7#-00150096,1.181818181818182
IA-2015-7#-00120024,5.0
IA-2015-7#-00160432,4.0
IA-2015-7#-00200939,4.375
IA-2015-7#-00040709,4.454545454545454
IA-2015-7#-00250337,5.0
IA-2015-7#-00201136,1.0952380952380951
IA-2015-7#-00200564,2.8095238095238093
IA-2015-7#-00201063,3.0
IA-2015-7#-00201165,4.555555555555555
IA-2015-7#-00200060,4.25
IA-2015-7#-00200828,1.318181818181818
IA-2015-7#-00201111,3.8
IA-2015-7#-00200455,2.2
IA-2015-7#-00200094,1.380952380952381
IA-2015-7#-00200693,1.631578947368421
IA-2015-7#-00200263,1.3
IA-2015-7#-00201059,1.9090909090909087
IA-2015-7#-00200688,1.1875
IA-2015-7#-00200152,4.636363636363637
IA-2015-7#-00160660,3.4
IA-2015-7#-00200029,1.8
IA-2015-7#-00041224,3.409090909090909
IA-2015-7#-00200861,3.857142857142857
IA-2015-7#-00200880,2.8
IA-2015-7#-00201076,5.0
IA-2015-7#-00160361,5.0
IA-2015-7#-00200999,1.588235294117647
IA-2015-7#-00200966,4.25
IA-2015-7#-00200331,3.1818181818181817
IA-2015-7#-00200948,1.55
IA-2015-7#-00200885,3.6666666666666665
IA-2015-7#-00200504,5.0
IA-2015-7#-00200543,1.2
IA-2015-7#-00261389,1.0
IA-2015-7#-00120091,4.545454545454546
IA-2015-7#-00230642,4.0
IA-2015-7#-00335650,5.0
IA-2015-7#-00360245,3.3181818181818183
IA-2015-7#-00020542,4.428571428571429
IA-2015-7#-00151236,3.0526315789473686
IA-2015-7#-00311108,4.8
IA-2015-7#-00200321,5.0
IA-2015-7#-00110218,3.909090909090909
IA-2015-7#-00360014,5.0
IA-2015-7#-00200742,5.0
IA-2015-7#-00200785,2.0
IA-2015-7#-00335637,5.0
IA-2015-7#-00150889,1.5454545454545454
IA-2015-7#-00120166,2.636363636363636
IA-2015-7#-00160246,4.619047619047619
IA-2015-7#-00140832,4.0
IA-2015-7#-00310640,4.409090909090909
IA-2015-7#-00170396,4.954545454545454
IA-2015-7#-00310709,3.3157894736842106
IA-2015-7#-00260093,1.6
IA-2015-7#-00110975,3.0
IA-2015-7#-00120352,3.5
IA-2015-7#-00090062,2.6
IA-2015-7#-00170425,4.7727272727272725
IA-2015-7#-00110894,5.0
IA-2015-7#-00200958,4.904761904761905
IA-2015-7#-00040992,3.909090909090909
IA-2015-7#-00250238,4.777777777777778
IA-2015-7#-00310067,3.1818181818181817
IA-2015-7#-00020637,5.0
IA-2015-7#-00260667,1.0952380952380951
IA-2015-7#-00110926,4.2105263157894735
IA-2015-7#-00300205,4.954545454545454
IA-2015-7#-00100083,4.8
IA-2015-7#-00070519,4.8
IA-2015-7#-00090064,3.761904761904762
IA-2015-7#-00120211,4.590909090909091
IA-2015-7#-00340403,4.25
IA-2015-7#-00030704,2.409090909090909
IA-2015-7#-00220111,2.7142857142857144
IA-2015-7#-00310431,1.6
IA-2015-7#-00311251,1.5454545454545454
IA-2015-7#-00300075,5.0
IA-2015-7#-00110640,4.944444444444445
IA-2015-7#-00030273,4.238095238095238
IA-2015-7#-00030290,2.952380952380953
IA-2015-7#-00311066,3.5454545454545454
IA-2015-7#-00310662,3.590909090909091
IA-2015-7#-00310382,5.0
IA-2015-7#-00310105,2.8095238095238093
IA-2015-7#-00310078,3.6818181818181817
IA-2015-7#-00310133,2.8181818181818183
IA-2015-7#-00310417,4.818181818181818
IA-2015-7#-00150092,3.238095238095238
IA-2015-7#-00010001,5.0
IA-2015-7#-00170067,4.545454545454546
IA-2015-7#-00311142,2.4285714285714284
IA-2015-7#-00333097,4.652173913043479
IA-2015-7#-00334259,4.75
IA-2015-7#-00170350,4.0
IA-2015-7#-00280335,4.454545454545454
IA-2015-7#-00311225,5.0
IA-2015-7#-00120274,3.590909090909091
IA-2015-7#-00260233,4.809523809523809
IA-2015-7#-00310920,3.2
IA-2015-7#-00161062,1.9523809523809523
IA-2015-7#-00200178,4.894736842105263
IA-2015-7#-00120518,3.571428571428572
IA-2015-7#-00160566,4.428571428571429
IA-2015-7#-00020862,2.7142857142857144
IA-2015-7#-00160811,4.789473684210527
IA-2015-7#-00070631,5.0
IA-2015-7#-00160254,4.363636363636363
IA-2015-7#-00170154,4.454545454545454
IA-2015-7#-00151267,1.0
IA-2015-7#-00140705,4.85
IA-2015-7#-00050197,1.818181818181818
IA-2015-7#-00150388,2.090909090909091
IA-2015-7#-00335484,4.95
IA-2015-7#-00110534,2.7142857142857144
IA-2015-7#-00110002,4.5
IA-2015-7#-00350043,4.6
IA-2015-7#-00311033,3.363636363636364
IA-2015-7#-00280468,5.0
IA-2015-7#-00190842,4.363636363636363
IA-2015-7#-00170006,5.0
IA-2015-7#-00200133,4.761904761904762
IA-2015-7#-00280031,4.863636363636363
IA-2015-7#-00130169,3.136363636363636
IA-2015-7#-00170573,4.954545454545454
IA-2015-7#-00332253,1.5714285714285714
IA-2015-7#-00261116,3.85
IA-2015-7#-00051259,2.0454545454545454
IA-2015-7#-00310553,5.0
IA-2015-7#-00311046,3.619047619047619
IA-2015-7#-00310711,5.0
IA-2015-7#-00280076,4.863636363636363
IA-2015-7#-00280375,4.9
IA-2015-7#-00340275,4.619047619047619
IA-2015-7#-00190718,1.9090909090909087
IA-2015-7#-00110557,5.0
IA-2015-7#-00170426,4.2727272727272725
IA-2015-7#-00360426,2.9047619047619047
IA-2015-7#-00334641,5.0
IA-2015-7#-00161098,4.65
IA-2015-7#-00310312,4.818181818181818
IA-2015-7#-00170048,5.0
IA-2015-7#-00130226,3.727272727272727
IA-2015-7#-00140112,3.142857142857143
IA-2015-7#-00020933,4.8
IA-2015-7#-00310435,4.636363636363637
IA-2015-7#-00334144,1.0
IA-2015-7#-00360081,1.1904761904761905
IA-2015-7#-00170415,4.545454545454546
IA-2015-7#-00160526,4.105263157894737
IA-2015-7#-00160275,5.0
IA-2015-7#-00360015,4.4
IA-2015-7#-00200988,2.3
IA-2015-7#-00140429,3.727272727272727
IA-2015-7#-00110353,3.380952380952381
IA-2015-7#-00332007,4.7727272727272725
IA-2015-7#-00150669,4.75
IA-2015-7#-00120704,3.4545454545454546
IA-2015-7#-00260781,1.4
IA-2015-7#-00160748,1.5714285714285714
IA-2015-7#-00050488,1.9090909090909087
IA-2015-7#-00040306,2.6666666666666665
IA-2015-7#-00350824,5.0
IA-2015-7#-00310164,2.857142857142857
IA-2015-7#-00260921,1.181818181818182
IA-2015-7#-00260259,1.318181818181818
IA-2015-7#-00190177,2.421052631578948
IA-2015-7#-00280317,4.090909090909091
IA-2015-7#-00110474,1.7
IA-2015-7#-00050836,1.1428571428571428
IA-2015-7#-00161155,4.894736842105263
IA-2015-7#-00170395,4.318181818181818
IA-2015-7#-00360169,5.0
IA-2015-7#-00340038,2.772727272727273
IA-2015-7#-00201038,3.8947368421052633
IA-2015-7#-00120175,3.761904761904762
IA-2015-7#-00020773,3.4761904761904763
IA-2015-7#-00201055,4.476190476190476
IA-2015-7#-00331926,5.0
IA-2015-7#-00160559,4.473684210526316
IA-2015-7#-00360420,4.818181818181818
IA-2015-7#-00170385,4.590909090909091
IA-2015-7#-00340596,3.526315789473684
IA-2015-7#-00130374,4.090909090909091
IA-2015-7#-00170001,4.722222222222222
IA-2015-7#-00261251,1.0
IA-2015-7#-00310997,4.7727272727272725
IA-2015-7#-00160132,4.35
IA-2015-7#-00201419,2.7777777777777777
IA-2015-7#-00070763,1.2727272727272727
IA-2015-7#-00260366,2.142857142857143
IA-2015-7#-00120788,4.363636363636363
IA-2015-7#-00040163,5.0
IA-2015-7#-00160576,2.9
IA-2015-7#-00311302,3.727272727272727
IA-2015-7#-00201134,4.6875
IA-2015-7#-00200567,3.55
IA-2015-7#-00170301,4.590909090909091
IA-2015-7#-00280164,4.545454545454546
IA-2015-7#-00334022,5.0
IA-2015-7#-00051607,1.5454545454545454
IA-2015-7#-00201381,3.1
IA-2015-7#-00170176,4.818181818181818
IA-2015-7#-00020146,5.0
IA-2015-7#-00201408,3.2777777777777777
IA-2015-7#-00170155,3.636363636363636
IA-2015-7#-00170581,4.454545454545454
IA-2015-7#-00170477,4.863636363636363
IA-2015-7#-00310731,3.909090909090909
IA-2015-7#-00332820,1.7142857142857142
IA-2015-7#-00250134,5.0
IA-2015-7#-00030497,4.428571428571429
IA-2015-7#-00310690,3.6875
IA-2015-7#-00340174,4.142857142857143
IA-2015-7#-00310181,1.3636363636363635
IA-2015-7#-00300117,5.0
IA-2015-7#-00311233,3.954545454545455
IA-2015-7#-00333389,2.6666666666666665
IA-2015-7#-00250021,4.941176470588236
IA-2015-7#-00110454,1.761904761904762
IA-2015-7#-00310153,4.705882352941177
IA-2015-7#-00200117,4.470588235294118
IA-2015-7#-00280491,5.0
IA-2015-7#-00192426,4.090909090909091
IA-2015-7#-00161104,4.074074074074074
IA-2015-7#-00200145,4.95
IA-2015-7#-00071046,1.181818181818182
IA-2015-7#-00280575,4.818181818181818
IA-2015-7#-00250379,5.0
IA-2015-7#-00280630,5.0
IA-2015-7#-00190726,4.090909090909091
IA-2015-7#-00120008,3.8181818181818175
IA-2015-7#-00192428,3.5454545454545454
IA-2015-7#-00331366,5.0
IA-2015-7#-00340398,4.95
IA-2015-7#-00310355,4.0588235294117645
IA-2015-7#-00310942,3.954545454545455
IA-2015-7#-00335834,2.8095238095238093
IA-2015-7#-00070520,2.523809523809524
IA-2015-7#-00191008,1.0
IA-2015-7#-00311159,5.0
IA-2015-7#-00310826,4.227272727272728
IA-2015-7#-00050093,5.0
IA-2015-7#-00170181,4.363636363636363
IA-2015-7#-00310401,4.954545454545454
IA-2015-7#-00020281,4.8
IA-2015-7#-00250365,5.0
IA-2015-7#-00333558,4.904761904761905
IA-2015-7#-00340396,3.764705882352941
IA-2015-7#-00070455,1.5
IA-2015-7#-00310705,2.523809523809524
IA-2015-7#-00120730,5.0
IA-2015-7#-00334563,2.1666666666666665
IA-2015-7#-00340723,3.4
IA-2015-7#-00250110,1.0
IA-2015-7#-00190742,1.5454545454545454
IA-2015-7#-00070476,2.409090909090909
IA-2015-7#-00191395,4.818181818181818
IA-2015-7#-00070206,3.909090909090909
IA-2015-7#-00200625,1.1428571428571428
IA-2015-7#-00110305,1.2
IA-2015-7#-00050090,4.727272727272728
IA-2015-7#-00270093,3.5454545454545454
IA-2015-7#-00020380,3.857142857142857
IA-2015-7#-00120192,3.909090909090909
IA-2015-7#-00335736,1.9090909090909087
IA-2015-7#-00070885,4.619047619047619
IA-2015-7#-00190908,5.0
IA-2015-7#-00331979,2.272727272727273
IA-2015-7#-00150424,4.7727272727272725
IA-2015-7#-00050195,3.0
IA-2015-7#-00192288,4.909090909090909
IA-2015-7#-00192440,5.0
IA-2015-7#-00190004,2.727272727272727
IA-2015-7#-00201291,2.4
IA-2015-7#-00120806,4.818181818181818
IA-2015-7#-00250114,5.0
IA-2015-7#-00331866,5.0
IA-2015-7#-00070258,3.809523809523809
IA-2015-7#-00190953,3.3181818181818183
IA-2015-7#-00340447,3.85
IA-2015-7#-00020144,4.238095238095238
IA-2015-7#-00170160,3.8181818181818175
IA-2015-7#-00261117,3.6666666666666665
IA-2015-7#-00070994,4.0
IA-2015-7#-00340215,4.1
IA-2015-7#-00340284,3.0476190476190474
IA-2015-7#-00250182,5.0
IA-2015-7#-00340827,4.545454545454546
IA-2015-7#-00130466,4.666666666666667
IA-2015-7#-00360236,3.857142857142857
IA-2015-7#-00140514,3.8
IA-2015-7#-00191353,3.909090909090909
IA-2015-7#-00190759,3.1818181818181817
IA-2015-7#-00191368,4.909090909090909
IA-2015-7#-00192239,5.0
IA-2015-7#-00070287,2.590909090909091
IA-2015-7#-00350102,3.4761904761904763
IA-2015-7#-00350684,4.380952380952381
IA-2015-7#-00192030,1.0
IA-2015-7#-00310469,1.5454545454545454
IA-2015-7#-00311241,4.047619047619048
IA-2015-7#-00333008,5.0
IA-2015-7#-00333610,3.4761904761904763
IA-2015-7#-00334068,3.0
IA-2015-7#-00120039,3.909090909090909
IA-2015-7#-00250081,5.0
IA-2015-7#-00190814,1.3636363636363635
IA-2015-7#-00330701,5.0
IA-2015-7#-00336097,4.75
IA-2015-7#-00160670,2.55
IA-2015-7#-00190727,4.7727272727272725
IA-2015-7#-00040751,3.1
IA-2015-7#-00331087,5.0
IA-2015-7#-00330149,1.75
IA-2015-7#-00310630,3.8181818181818175
IA-2015-7#-00120826,4.142857142857143
IA-2015-7#-00331524,4.652173913043479
IA-2015-7#-00340346,4.722222222222222
IA-2015-7#-00330588,4.238095238095238
IA-2015-7#-00190163,1.1666666666666667
IA-2015-7#-00192468,3.772727272727273
IA-2015-7#-00280432,4.428571428571429
IA-2015-7#-00333650,3.0454545454545454
IA-2015-7#-00332013,1.3636363636363635
IA-2015-7#-00350660,3.863636363636364
IA-2015-7#-00120500,4.181818181818182
IA-2015-7#-00110102,4.095238095238095
IA-2015-7#-00160056,4.35
IA-2015-7#-00280324,5.0
IA-2015-7#-00191875,4.454545454545454
IA-2015-7#-00051407,2.409090909090909
IA-2015-7#-00200782,4.363636363636363
IA-2015-7#-00200374,3.9130434782608696
IA-2015-7#-00150861,5.0
IA-2015-7#-00151136,3.4761904761904763
IA-2015-7#-00333945,5.0
IA-2015-7#-00030310,4.0
IA-2015-7#-00030732,4.857142857142857
IA-2015-7#-00260134,2.863636363636364
IA-2015-7#-00330069,1.809523809523809
IA-2015-7#-00333552,1.8636363636363635
IA-2015-7#-00331383,5.0
IA-2015-7#-00201084,4.047619047619048
IA-2015-7#-00191575,3.409090909090909
IA-2015-7#-00111057,4.9523809523809526
IA-2015-7#-00170044,4.7727272727272725
IA-2015-7#-00170387,4.681818181818182
IA-2015-7#-00260878,3.380952380952381
IA-2015-7#-00331478,2.2
IA-2015-7#-00160627,4.523809523809524
IA-2015-7#-00280281,3.136363636363636
IA-2015-7#-00340726,2.15
IA-2015-7#-00332396,4.75
IA-2015-7#-00191463,4.9523809523809526
IA-2015-7#-00200663,4.333333333333333
IA-2015-7#-00310682,3.5454545454545454
IA-2015-7#-00160134,3.35
IA-2015-7#-00310742,4.2
IA-2015-7#-00310291,1.7272727272727273
IA-2015-7#-00210163,3.8947368421052633
IA-2015-7#-00310785,4.190476190476191
IA-2015-7#-00250162,5.0
IA-2015-7#-00070323,5.0
IA-2015-7#-00191371,5.0
IA-2015-7#-00110505,3.0476190476190474
IA-2015-7#-00110217,2.35
IA-2015-7#-00310187,4.727272727272728
IA-2015-7#-00310139,5.0
IA-2015-7#-00201207,4.8
IA-2015-7#-00120677,4.636363636363637
IA-2015-7#-00360065,5.0
IA-2015-7#-00170127,5.0
IA-2015-7#-00200943,2.8095238095238093
IA-2015-7#-00260196,1.75
IA-2015-7#-00020908,5.0
IA-2015-7#-00170348,4.2727272727272725
IA-2015-7#-00360259,5.0
IA-2015-7#-00191303,4.571428571428571
IA-2015-7#-00020120,4.619047619047619
IA-2015-7#-00334582,3.35
IA-2015-7#-00170308,5.0
IA-2015-7#-00250206,4.5
IA-2015-7#-00260033,1.0
IA-2015-7#-00040973,3.095238095238096
IA-2015-7#-00310481,4.454545454545454
IA-2015-7#-00160396,2.9047619047619047
IA-2015-7#-00200860,3.4761904761904763
IA-2015-7#-00160324,4.714285714285714
IA-2015-7#-00020440,4.2
IA-2015-7#-00161010,3.380952380952381
IA-2015-7#-00360274,4.944444444444445
IA-2015-7#-00200025,1.761904761904762
IA-2015-7#-00280822,4.857142857142857
IA-2015-7#-00170122,4.25
IA-2015-7#-00140918,3.6818181818181817
IA-2015-7#-00310366,5.0
IA-2015-7#-00160760,4.238095238095238
IA-2015-7#-00020948,3.736842105263158
IA-2015-7#-00041027,4.954545454545454
IA-2015-7#-00161067,3.909090909090909
IA-2015-7#-00335102,1.5714285714285714
IA-2015-7#-00330501,2.0
IA-2015-7#-00260636,3.7142857142857135
IA-2015-7#-00070091,1.9090909090909087
IA-2015-7#-00160286,1.4090909090909092
IA-2015-7#-00200587,5.0
IA-2015-7#-00330264,1.9
IA-2015-7#-00350531,1.5909090909090908
IA-2015-7#-00100156,4.727272727272728
IA-2015-7#-00336229,5.0
IA-2015-7#-00350598,4.95
IA-2015-7#-00260658,1.5454545454545454
IA-2015-7#-00070867,1.5454545454545454
IA-2015-7#-00020941,1.9523809523809523
IA-2015-7#-00261198,3.363636363636364
IA-2015-7#-00070250,1.9545454545454544
IA-2015-7#-00310510,5.0
IA-2015-7#-00360394,3.8
IA-2015-7#-00200217,4.6875
IA-2015-7#-00201187,5.0
IA-2015-7#-00200784,4.526315789473684
IA-2015-7#-00200288,4.428571428571429
IA-2015-7#-00190321,3.772727272727273
IA-2015-7#-00020162,4.181818181818182
IA-2015-7#-00311176,3.136363636363636
IA-2015-7#-00200057,4.647058823529412
IA-2015-7#-00110969,5.0
IA-2015-7#-00200952,4.705882352941177
IA-2015-7#-00310880,3.947368421052632
IA-2015-7#-00190022,4.380952380952381
IA-2015-7#-00190828,2.9545454545454546
IA-2015-7#-00191017,1.5454545454545454
IA-2015-7#-00192159,4.227272727272728
IA-2015-7#-00200344,5.0
IA-2015-7#-00310518,4.315789473684211
IA-2015-7#-00200512,5.0
IA-2015-7#-00200771,5.0
IA-2015-7#-00020516,1.5714285714285714
IA-2015-7#-00190529,1.5
IA-2015-7#-00310745,4.818181818181818
IA-2015-7#-00201435,5.0
IA-2015-7#-00170027,4.227272727272728
IA-2015-7#-00334323,2.6818181818181817
IA-2015-7#-00200476,5.0
IA-2015-7#-00191452,4.909090909090909
IA-2015-7#-00310991,1.181818181818182
IA-2015-7#-00311208,1.9090909090909087
IA-2015-7#-00110148,4.789473684210527
IA-2015-7#-00310515,2.090909090909091
IA-2015-7#-00170423,5.0
IA-2015-7#-00250253,5.0
IA-2015-7#-00191856,1.2727272727272727
IA-2015-7#-00270045,3.727272727272727
IA-2015-7#-00311299,3.25
IA-2015-7#-00310035,4.5
IA-2015-7#-00310422,3.4761904761904763
IA-2015-7#-00110238,1.0
IA-2015-7#-00070147,2.095238095238096
IA-2015-7#-00200429,4.5
IA-2015-7#-00160408,3.85
IA-2015-7#-00150606,1.631578947368421
IA-2015-7#-00110057,3.421052631578948
IA-2015-7#-00220248,4.95
IA-2015-7#-00333130,5.0
IA-2015-7#-00160602,4.05
IA-2015-7#-00170445,4.909090909090909
IA-2015-7#-00311086,4.95
IA-2015-7#-00360033,5.0
IA-2015-7#-00160887,3.727272727272727
IA-2015-7#-00360055,5.0
IA-2015-7#-00160494,4.7368421052631575
IA-2015-7#-00150049,3.9
IA-2015-7#-00191649,5.0
IA-2015-7#-00050723,2.0
IA-2015-7#-00260650,2.238095238095238
IA-2015-7#-00260397,2.3181818181818183
IA-2015-7#-00334067,4.619047619047619
IA-2015-7#-00190133,2.272727272727273
IA-2015-7#-00335553,4.136363636363637
IA-2015-7#-00110039,4.421052631578948
IA-2015-7#-00120820,4.1
IA-2015-7#-00160258,3.6666666666666665
IA-2015-7#-00310990,1.380952380952381
IA-2015-7#-00310028,4.818181818181818
IA-2015-7#-00200198,5.0
IA-2015-7#-00270140,3.363636363636364
IA-2015-7#-00332556,1.7272727272727273
IA-2015-7#-00340495,4.85
IA-2015-7#-00250129,5.0
IA-2015-7#-00120601,4.727272727272728
IA-2015-7#-00110371,4.454545454545454
IA-2015-7#-00120591,3.409090909090909
IA-2015-7#-00140120,4.05
IA-2015-7#-00340450,1.75
IA-2015-7#-00310121,4.863636363636363
IA-2015-7#-00310960,4.428571428571429
IA-2015-7#-00201233,4.409090909090909
IA-2015-7#-00311008,4.190476190476191
IA-2015-7#-00040422,4.523809523809524
IA-2015-7#-00333305,4.7368421052631575
IA-2015-7#-00250107,5.0
IA-2015-7#-00170600,4.090909090909091
IA-2015-7#-00170599,5.0
IA-2015-7#-00192349,2.523809523809524
IA-2015-7#-00050693,1.1904761904761905
IA-2015-7#-00160740,4.1
IA-2015-7#-00170579,4.454545454545454
IA-2015-7#-00190733,4.954545454545454
IA-2015-7#-00200921,4.8125
IA-2015-7#-00170139,4.818181818181818
IA-2015-7#-00200474,3.35
IA-2015-7#-00170409,4.363636363636363
IA-2015-7#-00160575,2.9
IA-2015-7#-00335181,4.047619047619048
IA-2015-7#-00261172,2.0454545454545454
IA-2015-7#-00200221,4.105263157894737
IA-2015-7#-00161058,3.6
IA-2015-7#-00120251,4.913043478260869
IA-2015-7#-00130170,4.1
IA-2015-7#-00190357,2.136363636363636
IA-2015-7#-00340587,3.7
IA-2015-7#-00310130,5.0
IA-2015-7#-00310853,4.590909090909091
IA-2015-7#-00360240,4.636363636363637
IA-2015-7#-00120741,2.363636363636364
IA-2015-7#-00200724,5.0
IA-2015-7#-00250226,5.0
IA-2015-7#-00170582,3.363636363636364
IA-2015-7#-00170057,4.7727272727272725
IA-2015-7#-00050922,1.7272727272727273
IA-2015-7#-00050367,5.0
IA-2015-7#-00320023,4.4
IA-2015-7#-00200558,5.0
IA-2015-7#-00310195,4.818181818181818
IA-2015-7#-00020931,5.0
IA-2015-7#-00020591,4.809523809523809
IA-2015-7#-00020593,5.0
IA-2015-7#-00020911,3.363636363636364
IA-2015-7#-00020371,3.0
IA-2015-7#-00020567,2.9047619047619047
IA-2015-7#-00170280,4.7727272727272725
IA-2015-7#-00335828,2.35
IA-2015-7#-00332899,4.25
IA-2015-7#-00150411,4.85
IA-2015-7#-00240328,4.9
IA-2015-7#-00240020,4.863636363636363
IA-2015-7#-00170152,4.227272727272728
IA-2015-7#-00170043,3.5
IA-2015-7#-00140836,2.3181818181818183
IA-2015-7#-00110247,2.8181818181818183
IA-2015-7#-00160030,2.4761904761904763
IA-2015-7#-00360095,1.0
IA-2015-7#-00030669,4.842105263157895
IA-2015-7#-00170178,3.6818181818181817
IA-2015-7#-00170177,4.181818181818182
IA-2015-7#-00170083,4.636363636363637
IA-2015-7#-00310286,5.0
IA-2015-7#-00161031,1.35
IA-2015-7#-00310548,3.1818181818181817
IA-2015-7#-00311141,5.0
IA-2015-7#-00260945,3.3181818181818183
IA-2015-7#-00260656,1.0
IA-2015-7#-00360329,3.6666666666666665
IA-2015-7#-00360398,4.0
IA-2015-7#-00150508,3.1818181818181817
IA-2015-7#-00200318,4.0
IA-2015-7#-00170235,4.954545454545454
IA-2015-7#-00140823,4.227272727272728
IA-2015-7#-00140194,1.9565217391304348
IA-2015-7#-00140772,2.9047619047619047
IA-2015-7#-00140539,2.25
IA-2015-7#-00261050,5.0
IA-2015-7#-00261369,2.9047619047619047
IA-2015-7#-00261214,4.470588235294118
IA-2015-7#-00250266,5.0
IA-2015-7#-00201444,4.590909090909091
IA-2015-7#-00350552,3.136363636363636
IA-2015-7#-00200591,4.8
IA-2015-7#-00201438,3.888888888888889
IA-2015-7#-00110767,2.095238095238096
IA-2015-7#-00060062,5.0
IA-2015-7#-00310322,2.4545454545454546
IA-2015-7#-00310702,3.636363636363636
IA-2015-7#-00310041,2.0
IA-2015-7#-00190808,1.181818181818182
IA-2015-7#-00331828,3.75
IA-2015-7#-00311054,1.7272727272727273
IA-2015-7#-00310244,5.0
IA-2015-7#-00201184,3.526315789473684
IA-2015-7#-00020370,3.2
IA-2015-7#-00160017,2.8
IA-2015-7#-00192409,4.409090909090909
IA-2015-7#-00040296,3.25
IA-2015-7#-00161139,4.095238095238095
IA-2015-7#-00310786,3.363636363636364
IA-2015-7#-00192051,4.227272727272728
IA-2015-7#-00130241,4.75
IA-2015-7#-00151295,4.380952380952381
IA-2015-7#-00130057,4.0
IA-2015-7#-00310478,3.1818181818181817
IA-2015-7#-00310963,4.6
IA-2015-7#-00230617,4.409090909090909
IA-2015-7#-00280169,3.15
IA-2015-7#-00310901,4.818181818181818
IA-2015-7#-00130367,3.8
IA-2015-7#-00340037,4.590909090909091
IA-2015-7#-00340738,4.1
IA-2015-7#-00340489,5.0
IA-2015-7#-00340364,3.238095238095238
IA-2015-7#-00120372,5.0
IA-2015-7#-00250010,4.368421052631579
IA-2015-7#-00201445,1.9411764705882355
IA-2015-7#-00200235,2.411764705882353
IA-2015-7#-00030245,3.526315789473684
IA-2015-7#-00230633,4.454545454545454
IA-2015-7#-00160666,3.1904761904761907
IA-2015-7#-00310264,1.4285714285714286
IA-2015-7#-00161026,5.0
IA-2015-7#-00200061,2.636363636363636
IA-2015-7#-00360290,2.0
IA-2015-7#-00311296,2.0526315789473686
IA-2015-7#-00311240,2.4761904761904763
IA-2015-7#-00140619,4.863636363636363
IA-2015-7#-00360443,3.1904761904761907
IA-2015-7#-00360330,1.2
IA-2015-7#-00360364,2.142857142857143
IA-2015-7#-00070941,1.0
IA-2015-7#-00310905,2.4545454545454546
IA-2015-7#-00160591,1.2857142857142858
IA-2015-7#-00020498,3.0
IA-2015-7#-00170355,5.0
IA-2015-7#-00120289,1.2
